bin,PctFire2010Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,DamDensWs,PopDen2010Ws,GTDB classification,Domain,Phylum,Class,Order,Family,Genus,Species,lowest_tax
NASQAN2010_127_B_bin.3,0.011768431882352942,0.5279035224999999,0.02892456344117647,4.8370624615,4.421277823205882,2.907173632794118,1.1774913345882352,0.1737907905,11.911572532852942,23.174655950823528,4.184469352647059,12.864007967941177,11.557145101617648,6.419834365970589,8.376865780029412,4.845711825882353,2.592112991764706,0.00813236955882353,165.87260807064706,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Aestuariivirga,,Aestuariivirga (genus)
NASQAN2011_060_B_bin.14,0.01905365161904762,0.5668215489047619,0.03407288119047619,5.006558154142857,4.510981212095238,3.026630415904762,0.9905812449047618,0.13958486838095238,13.085035221428571,20.72623971547619,4.855048321,13.939674178809524,13.188237869190475,7.318032795333333,7.000764867190476,5.041292193761905,0.570444508952381,0.011804567714285714,173.77996562580952,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans_A,,Limnohabitans_A (genus)
NASQAN2011_060_B_bin.20,0.013103742166666666,0.9957075230555555,1.4055555555555557e-5,6.578034474944444,6.228540191666666,4.178596831,1.546330745611111,0.15388024172222223,17.9685560995,6.823905464166667,6.664635760055556,7.6003002375,13.776593380055555,9.757567670166667,8.287377035777778,5.249831165277778,4.190129120111111,0.015969084777777778,221.03538627,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA3064;s__UBA3064 sp005787245,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA3064,UBA3064 sp005787245,UBA3064 sp005787245 (species)
NASQAN2011_060_F_bin.4,0.0167703430625,0.9230378030625,0.00255274875,5.3743184806875,5.094881403,3.6149276824375,1.3648387686874999,0.1851524494375,16.340700201,8.34953631675,4.581783554375,12.5623364576875,15.9902493659375,8.1836046286875,7.6572643814375,5.0326007445625,4.742215008375,0.0119113133125,163.194329387,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA3064;s__UBA3064 sp005787245,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA3064,UBA3064 sp005787245,UBA3064 sp005787245 (species)
NASQAN2011_099_F_bin.1,0.009937981074074074,0.7225107432592592,0.01143513451851852,5.778229860333333,5.518162632666667,3.6724635342962966,1.4924049854814814,0.21817306,14.444444818037038,17.478629697444443,5.178805842666667,11.098847163148148,10.321229206814815,8.504217065777778,6.506500152037037,6.1133554007407405,2.940590700037037,0.011185524518518519,208.26878565925927,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__Methylopumilus rimovensis,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylopumilus,Methylopumilus rimovensis,Methylopumilus rimovensis (species)
NASQAN2011_177_F_bin.16,0.011114630111111112,0.5491390578611111,0.027317643250000002,4.711929103277778,4.314108090277778,2.7885086871944447,1.1264291952777779,0.16941396352777777,11.295641091111111,21.494539930666665,4.183584720194444,11.352278659027778,13.5074902545,6.526529633638889,10.517559137638889,4.9557326965,2.479798134166667,0.008433830972222223,157.992297675,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp009928245,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp009928245,Polynucleobacter sp009928245 (species)
NASQAN2011_209_F_bin.1,0.009583053178571428,0.7021311590714285,0.011026736857142857,5.654133622214285,5.4264598769642856,3.5655147083214285,1.4475490378571427,0.21050009782142856,13.9506209,16.842250899535713,5.002427167392857,10.714899391321428,9.953849745178571,8.257846503357143,9.509542638035715,5.91518149475,2.8360660188571427,0.010843496964285713,201.30312578964285,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,,Nanopelagicus (genus)
NASQAN2011_236_B_bin.15,0.01341627445,0.70020559425,0.0020421989999999998,6.50636759595,6.5311042238,4.36169774995,1.66845081205,0.1665428123,14.7252969654,9.1152380399,5.58536668115,10.5552613172,15.176451296,10.59627679825,11.12884511435,2.55222287815,0.6286299188,0.013486878649999999,263.2843382623,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp002359975,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp002359975,Polynucleobacter sp002359975 (species)
NASQAN2011_236_F_bin.5,0.009937981074074074,0.7281360168148148,0.01143513451851852,5.789708634925926,5.625467118962963,3.6965844318888887,1.5010210542222222,0.21815548677777777,14.433069199407408,14.85538059211111,4.968444792074074,10.604468056555556,10.070280226333333,8.562424471481481,9.861747920925925,6.133135003148148,2.940541857185185,0.011245107962962962,208.62912168900002,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,,Nanopelagicus (genus)
NASQAN2011_250_B_bin.9,0.0167703430625,0.5940090403125,0.00255274875,6.220748481125,5.7369278913125,3.8975945605,1.2795575721249999,0.169478618625,13.6891129363125,11.5914130973125,4.791584639437501,12.495731911937499,11.8948013945625,10.537594037562501,10.0836239648125,6.2875739971875,0.7276951031875,0.01270225625,226.2110025300625,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,,Planktophila (genus)
NASQAN2011_250_F_bin.9,0.014122394157894737,0.6284222847894737,0.016249928,5.465479914842105,5.0081034978421055,3.3716173458421053,1.1013625423157896,0.2817055416842105,15.274310035736843,12.67417043268421,5.004792258684211,14.330424732210526,13.848140340947369,10.570851628736843,8.735363970842105,2.9137880414736843,0.7752174991052632,0.013034880842105263,193.39479783742107,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,,Planktophila (genus)
NASQAN2011_256_B_bin.24,0.01052964957894737,0.5206730063157895,0.02587987255263158,4.507822197736842,4.095074422684211,2.644723515263158,1.0676211229736843,0.1613569697631579,11.366284717105263,21.558761179578948,4.108610075263158,13.625981380921052,13.107465964026316,6.183835511842106,9.964003393552632,4.710093787789473,2.3518128870263157,0.007989945131578947,149.73394325628948,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,,Planktophila (genus)
NASQAN2011_262_B_bin.17,0.02858047742857143,0.7445064208571428,0.0029174271428571426,4.827396601857143,4.682942586928571,3.345733989857143,1.0847041872857144,0.2010962705,14.440701654571429,14.589093990785715,4.981155670071429,16.813016924785714,14.345423916142856,8.111658261357142,7.714887792857143,3.257320942,0.8574433739285714,0.01226074,164.3786044152857,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Cuspidothrix;s__Cuspidothrix issatschenkoi,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Cuspidothrix,Cuspidothrix issatschenkoi,Cuspidothrix issatschenkoi (species)
NASQAN2011_262_B_bin.19,0.002028633125,0.933126240125,0.00253693625,7.47210550275,6.4912660869375,4.360298008375,1.662809758625,0.165871604625,16.550776366125,6.66957651475,7.5248104403125,9.661706525125,11.21484570375,12.874101608625,10.027090296625,4.045926392,0.3431520179375,0.017903624375,242.994093826875,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp009928245,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp009928245,Polynucleobacter sp009928245 (species)
NASQAN2011_262_B_bin.33,0.016671945166666667,0.5749810662916667,0.012864526333333334,5.930376378583333,6.066996008875,4.074783620208334,1.6618091646666666,0.23670008920833333,14.914071355083333,16.450848682874998,5.024736963833333,13.634237484458334,13.56872919425,7.33233614575,7.704563100833333,2.21643060675,0.5955356187916667,0.011238539958333333,230.799792272875,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans_A,,Limnohabitans_A (genus)
NASQAN2011_262_B_bin.4,0.012196613136363636,0.6987162417727273,0.0018565445454545454,5.925585101909091,5.169982280227273,3.4374459606363637,1.2672999172727273,0.153925827,15.92796659309091,8.348796951863637,5.721951892727273,12.634260012363637,16.323753338727272,9.997151659454547,7.935466632727273,5.84950938,0.6063316736363636,0.013185879454545454,183.40140559795455,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RFTU01;s__,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,RFTU01,,RFTU01 (genus)
NASQAN2011_262_B_bin.47,0.0016229065,0.3698200409,0.03576387525,4.81968621395,4.60869117365,3.0667558584,1.0188532054,0.1059170463,11.9427945238,18.0790561287,3.0103614444,14.3057739989,16.60559418835,6.876408638,12.40046687315,2.22957054075,0.5244862637,0.00838268855,177.25688599525,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__Pseudanabaena sp014696925,Bacteria,Cyanobacteria,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp014696925,Pseudanabaena sp014696925 (species)
NASQAN2011_262_F_bin.4,0.01052964957894737,0.5206730063157895,0.02587987255263158,4.507822197736842,4.095074422684211,2.644723515263158,1.0676211229736843,0.1613569697631579,11.366284717105263,21.558761179578948,4.108610075263158,13.625981380921052,13.107465964026316,6.183835511842106,9.964003393552632,4.710093787789473,2.3518128870263157,0.007989945131578947,149.73394325628948,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp009928245,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp009928245,Polynucleobacter sp009928245 (species)
NASQAN2011_262_F_bin.5,0.02667511226666667,0.9221751944666666,0.002722932,5.0526784954,4.694304805333333,3.3101886452666665,1.0529223040666666,0.20123932393333333,15.4655458476,13.847528849666666,6.9942013527333335,15.7215024284,13.427745759333332,7.706959183733333,7.227707556933334,3.5487638025333332,0.8238135292000001,0.01533286,162.49766567426667,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Cuspidothrix;s__Cuspidothrix issatschenkoi,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Cuspidothrix,Cuspidothrix issatschenkoi,Cuspidothrix issatschenkoi (species)
NASQAN2011_265_F_bin.10,0.0167703430625,0.6204343103125,0.0192967895,5.4286171923125,5.650373502625,3.8969424418125,1.2843809526875,0.3216405200625,13.9918618650625,15.832416103375,4.3635791613125,16.5920197685625,11.94737607775,6.127494024125,7.0764135975,6.04488872525,0.8022649623125,0.0138846336875,222.4040881658125,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp002299885,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp002299885,Sediminibacterium sp002299885 (species)
NASQAN2011_265_F_bin.15,0.01052964957894737,0.5206730063157895,0.02587987255263158,4.507822197736842,4.095074422684211,2.644723515263158,1.0676211229736843,0.1613569697631579,11.366284717105263,21.558761179578948,4.108610075263158,13.625981380921052,13.107465964026316,6.183835511842106,9.964003393552632,4.710093787789473,2.3518128870263157,0.007989945131578947,149.73394325628948,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__Methylopumilus universalis,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylopumilus,Methylopumilus universalis,Methylopumilus universalis (species)
NASQAN2011_275_B_bin.11,0.0200063342,0.92629539655,0.0020421989999999998,4.99507052205,4.3417525371,3.052737212,1.13090371405,0.16318055575,14.9500810542,16.35554681135,5.7267133582000005,13.8232461522,10.22796121015,6.72347203575,6.1941844295,7.5536625876,3.83315022085,0.01294668725,138.83866955595,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA961;g__UBA961;s__,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,UBA961,UBA961,,UBA961 (genus)
NASQAN2011_275_F_bin.21,0.0018032294444444445,0.8366848687777778,0.002255054444444444,6.926403617666667,6.256435194611111,4.178885103222222,1.5448814420555554,0.1485231641111111,18.689427626555556,5.929094931722222,6.932023291722222,8.760926335055554,13.800919945944443,12.156239502555556,9.567591248277779,3.6214794167222224,0.6482292591111111,0.015914332777777776,222.8616402057222,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp009928245,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp009928245,Polynucleobacter sp009928245 (species)
NASQAN2011_286_B_bin.12,0.011180228708333333,0.6575661457916666,0.0017018324999999999,5.606436694291666,4.76448644325,3.165987643,1.16671346125,0.145740351125,14.646193721125,13.267991958791667,5.615106529375,12.703466220083333,15.595290255333333,9.444335751416666,7.275492736333334,5.376784337458333,0.566705926125,0.012301923749999999,168.660469014625,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017856545,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp017856545,Sediminibacterium sp017856545 (species)
NASQAN2011_286_B_bin.18,0.014906971611111111,0.7542034800555555,0.00226911,5.9386982204444445,5.402059719944444,3.6049379926666667,1.1840806010555556,0.1845016862222222,15.418748867166666,10.585196236722222,5.7236063433333335,11.681850603277777,14.544058637222221,11.84813766538889,9.202611700166667,3.198590773222222,0.726448359,0.014866375833333332,205.76083450344444,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA954;s__UBA954 sp002293155,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA954,UBA954 sp002293155,UBA954 sp002293155 (species)
NASQAN2011_330_F_bin.10,0.012196613136363636,0.8690690207272728,0.0018565445454545454,6.006508753863637,5.182243576318181,3.447322277,1.2718405686818182,0.15733189395454544,15.454126507772727,10.724135443227272,5.856392085409091,9.815841976454545,12.113231425181818,10.299960637772728,7.936901166909091,7.345562221409091,3.5176758975454545,0.013420280454545455,183.48434080254546,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__Methylopumilus universalis,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylopumilus,Methylopumilus universalis,Methylopumilus universalis (species)
NASQAN2011_332_B_bin.49,0.014906971611111111,0.7405160885,0.00226911,6.3124761772777775,6.130380805,4.145932263555555,1.5366961662222223,0.17777527338888888,17.731966349777778,13.281900418666666,5.9060597108333335,9.920540095833333,14.179458206,7.224620859611111,6.056876083388889,6.011520684722222,0.6410117028333333,0.014878629833333332,218.62895696094444,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__UBA953 sp005798925,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,UBA953 sp005798925,UBA953 sp005798925 (species)
NASQAN2011_332_F_bin.27,0.014122394157894737,0.8063331945263158,0.0021496831578947367,6.629462089263158,5.954721702052631,3.9735079997894736,1.4665143272105263,0.17651084368421052,17.883942226105262,7.305337321631579,6.625191230052632,10.661716579526315,13.580393392473685,11.566361815,9.181742973105264,3.491584244736842,0.6945303745263158,0.015267860421052631,211.73323053226315,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp009928245,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp009928245,Polynucleobacter sp009928245 (species)
NASQAN2011_333_F_bin.4,0.01600506736,0.57549487852,0.01234994528,5.53138799112,5.3630368808,3.52884352856,1.3408950498799999,0.22887508199999998,12.75017296092,17.5522778018,4.95856782504,15.7141169772,11.6682498404,6.88330292584,8.35202168684,4.96236916892,0.5780374633600001,0.0110600226,211.7273917812,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans_A,,Limnohabitans_A (genus)
NASQAN2011_451_B_bin.8,0.01341627445,0.50528291755,0.0020421989999999998,6.708464474,6.99826581735,4.77318369265,1.9468460781999999,0.13915372004999998,16.00919984025,12.28942207955,4.8051222220500005,12.5864022862,13.03460542885,9.65276653955,7.8903945079,2.05017675245,0.6086714400000001,0.0104111441,272.36859655045,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus_A;s__,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylopumilus_A,,Methylopumilus_A (genus)
NASQAN2011_451_F_bin.5,0.01905365161904762,0.4731277325238095,0.0019449514285714284,5.979988464619048,6.065036264,4.087442211,1.5619083901428572,0.13654426223809524,13.130855572380952,16.61421456338095,4.092338817809524,13.185693787428571,12.770147802238094,8.767973134952381,7.755812485857144,4.81456187947619,0.5624096767619048,0.010487834142857142,248.06572562666668,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans_A,,Limnohabitans_A (genus)
NASQAN2011_451_F_bin.6,0.022229260222222224,0.6017053669444444,0.00226911,6.1800420299444445,6.977497606388889,4.747283439611111,1.822565689888889,0.16221353855555556,14.559946271666666,17.854340769055554,5.342097907555556,11.919878887666666,12.830977155555555,5.952754848,8.269122352777778,2.1379733698333334,0.6393316520555555,0.01339557311111111,285.7076337092778,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp018688375,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp018688375,Polynucleobacter sp018688375 (species)
